,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_s,FWBR_N,FWBR_L,layer
52,com.itextpdf.text.pdf.PdfTransparencyGroup,3,3,0,4,6,3,4,3,-5.255168153936138,-3.026990688899551,-5.26550601522919,-4.515703173842917,8.0
53,com.itextpdf.text.pdf.PdfWriter,174,2,4,94,464,12393,93,123,-20.44099096544008,-12.81503735283998,-21.234086620654175,-16.66987897608692,8.0
54,com.itextpdf.text.pdf.interfaces.PdfIsoConformance,2,1,0,0,2,1,2,2,0.1415800359976527,0.4735835309740051,0.35618362743504833,0.23634339451879366,0.0
55,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextSetTextMatrix,3,1,0,6,10,3,1,1,-7.113604755187897,-5.011450103582118,-7.933721990937255,-5.646633808946327,14.0
56,com.itextpdf.text.pdf.security.SecurityIDs,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
57,com.itextpdf.text.pdf.Pfm2afm,11,1,0,2,39,0,1,1,-4.070515166044581,-3.3842487111536363,-5.172488186098295,-2.4602466990943554,8.0
58,com.itextpdf.text.pdf.codec.wmf.Point,2,1,0,0,3,1,2,2,0.25277551157903955,0.34714552952640565,0.2529842309965927,0.5488151747761515,0.0
59,com.itextpdf.text.BadElementException,3,4,0,1,6,3,11,2,-1.5292396754446116,-0.4133752780339404,-1.2925833156646123,-1.133415934542611,1.0
60,com.itextpdf.text.MarkedObject,9,1,1,3,14,14,3,8,-6.185402552076141,-3.772323258322429,-6.338837844760838,-4.921725511715105,8.0
61,com.itextpdf.text.pdf.PdfDiv,60,1,0,15,86,1524,4,60,-12.760938544738597,-8.032822201019926,-13.692983802322377,-10.118774524187554,8.0
62,com.itextpdf.text.pdf.security.OcspClient,1,1,0,0,1,0,3,1,0.4434171836130442,0.6523320006038471,0.7348142194157778,0.34437831503959443,0.0
63,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginText,3,1,0,5,9,3,1,1,-6.56445899534196,-4.5805998584481324,-7.295470750159538,-5.204473632247922,14.0
64,com.itextpdf.text.pdf.PdfCopyFieldsImp,29,3,1,28,150,302,3,3,-13.507154969902807,-8.870554328571025,-14.559398951991431,-10.574885742920882,8.0
65,com.itextpdf.text.pdf.security.PdfSignatureBuildProperties,3,3,0,4,8,3,1,2,-5.158029576147827,-3.1374448919577196,-5.355659346974296,-4.2427328558108215,8.0
66,com.itextpdf.text.pdf.fonts.cmaps.CidLocationFromByte,2,1,0,5,7,0,2,2,-6.17035471861812,-4.466213360992288,-6.903135939272487,-4.98352291877349,8.0
67,com.itextpdf.text.Chunk,74,1,0,20,121,2197,28,71,-13.899781894152943,-8.868078935104949,-15.000732586303723,-10.99464770182424,8.0
68,com.itextpdf.awt.geom.Line2D$Float,12,2,0,5,16,16,0,12,-7.152817854272285,-4.257285929648143,-7.375729476546024,-5.92328738422089,8.0
69,com.itextpdf.text.pdf.FilterHandlers$Filter_ASCII85DECODE,3,1,0,6,5,3,1,1,-7.347889632137274,-4.745049771590242,-7.71628456581345,-6.305000637317555,8.0
70,com.itextpdf.text.xml.simpleparser.EntitiesToUnicode,4,1,0,0,22,4,1,3,0.3437085331300308,-0.42309000343075803,-0.675336184234962,1.754223598758157,0.0
71,com.itextpdf.text.ZapfDingbatsList,7,2,0,7,25,0,0,7,-7.185970588372214,-5.133597478753609,-8.047400599363671,-5.657292508926016,9.0
72,com.itextpdf.awt.geom.misc.RenderingHints$KeyValue,2,1,0,1,3,0,2,0,-2.262029072197859,-1.3894965154591015,-2.349420081518524,-1.8473835907091383,0.0
73,com.itextpdf.text.pdf.MappedRandomAccessFile$1,3,1,0,0,7,1,1,2,0.28055995595883043,0.050874069267212815,-0.08037500884228305,0.9533619962678282,0.0
74,com.itextpdf.text.pdf.PdfDocument$PdfCatalog,4,3,0,13,25,4,4,0,-8.886881518384943,-6.199173002311673,-9.87326691013866,-7.023925070864986,8.0
75,com.itextpdf.text.pdf.EnumerateTTC,4,3,0,4,21,0,1,0,-4.75858833207869,-3.499105794881209,-5.514422480634049,-3.427085905105057,8.0
76,com.itextpdf.text.pdf.PdfException,3,4,1,1,6,3,7,1,-1.8543520707617112,-0.45311123746158594,-1.2925833156646123,-1.5072951891572755,1.0
77,com.itextpdf.text.api.WriterOperation,1,1,0,3,1,0,2,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,8.0
78,com.itextpdf.text.pdf.qrcode.BitMatrix,12,1,0,1,22,0,1,12,-2.8098967619866366,-2.1156132937466667,-3.408671103396263,-1.7229143192134138,1.0
79,com.itextpdf.text.pdf.TrueTypeFont$WindowsMetrics,1,1,0,0,2,0,2,0,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,8.0
80,com.itextpdf.text.pdf.draw.LineSeparator,13,2,1,4,23,16,5,13,-6.713427299277693,-3.9863819439305366,-6.8068019853794475,-5.366935636387166,8.0
81,com.itextpdf.text.pdf.PdfSpotColor,4,1,0,11,20,0,8,3,-8.858638483537225,-6.624492629010602,-10.11594385058335,-7.00749032869832,8.0
82,com.itextpdf.text.pdf.FilterHandlers$1,0,1,0,0,0,0,8,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,8.0
83,com.itextpdf.text.pdf.languages.GlyphRepositioner,1,1,0,0,1,0,2,1,0.4434171836130442,0.6523320006038471,0.7348142194157778,0.34437831503959443,1.0
84,com.itextpdf.awt.FontMapper,2,1,0,1,2,1,5,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,8.0
85,com.itextpdf.text.pdf.BidiOrder,29,1,0,2,37,186,2,8,-5.761646655013226,-3.4281885249929203,-6.2826473372173215,-4.059338453293059,3.0
86,com.itextpdf.text.pdf.events.PdfPCellEventForwarder,3,1,0,4,10,0,1,3,-5.594324122356422,-4.137761756647109,-6.387630048290545,-4.34055073178937,8.0
87,com.itextpdf.xmp.XMPError,0,1,0,0,0,0,1,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,0.0
88,com.itextpdf.awt.geom.PathIterator,5,1,0,0,5,10,15,5,-0.4644876326357791,0.15875531480227897,-0.37642258267240336,0.008538512069830723,0.0
89,com.itextpdf.text.pdf.qrcode.MatrixUtil,22,1,0,6,43,211,1,10,-8.725839032370196,-5.6405323798654425,-9.597854621182819,-6.588172412723534,6.0
90,com.itextpdf.text.pdf.CFFFont$StringItem,3,2,0,1,7,0,2,3,-1.7931360238835865,-1.1377719775370139,-1.9880993043827369,-1.1908501775087816,8.0
91,com.itextpdf.text.exceptions.InvalidImageException,3,4,0,0,4,1,2,3,1.0957328931185117,1.4958327987023896,1.658101431042699,1.0123100720550466,0.0
92,com.itextpdf.text.pdf.events.IndexEvents$1,3,1,0,2,8,3,1,2,-3.9702676098941336,-2.7853090031929995,-4.541481412080319,-2.8652176214830596,10.0
93,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetCMYKFill,3,1,0,6,6,3,1,1,-7.288306989366029,-4.812799922696422,-7.771582614048337,-6.137566716451392,14.0
94,com.itextpdf.text.xml.XmlToTxt,8,1,0,3,14,22,1,7,-5.846413254109227,-3.7432641504177875,-6.377984892252302,-4.455730959617002,4.0
95,com.itextpdf.xmp.impl.ParseState,8,1,0,1,12,0,1,8,-2.7234799324978516,-1.875555352703505,-3.0957239483870054,-1.8973773630593915,1.0
96,com.itextpdf.text.html.WebColors,4,3,0,2,26,4,1,2,-3.016477694247061,-2.328830706124778,-3.850357209320862,-1.5298583683850269,4.0
97,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndMarkedContent,3,1,0,4,5,3,1,1,-6.068830935845657,-3.8960458842996792,-6.397771299888709,-5.113911018504238,14.0
98,com.itextpdf.xmp.properties.XMPPropertyInfo,4,1,0,2,4,6,3,4,-4.4806933658633925,-2.5304448171530516,-4.488199694087871,-3.8202595403119717,4.0
99,com.itextpdf.text.pdf.parser.ContentByteUtils,3,1,0,7,22,3,3,2,-7.336109982818751,-5.672562488192159,-8.721580163126761,-5.318167956462174,9.0
100,com.itextpdf.text.pdf.security.TSAClient,3,1,0,0,3,3,4,3,-0.10746770845204129,0.3431741950569386,0.05448642921518054,0.14298924794039106,0.0
101,com.itextpdf.text.pdf.security.SecurityConstants,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
102,com.itextpdf.text.io.GetBufferedRandomAccessSource,5,1,0,1,11,0,1,5,-2.415970807163531,-1.8521742155259129,-2.9476205749771442,-1.4933749605664417,1.0
103,com.itextpdf.text.html.simpleparser.HTMLTagProcessor,2,1,0,2,2,1,16,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,11.0
104,com.itextpdf.xmp.options.PropertyOptions,32,2,0,2,39,496,22,30,-5.5496501987564635,-2.9173680344237956,-5.7948984504817505,-3.948123728032513,2.0
105,com.itextpdf.text.log.SysoCounter,5,1,0,1,10,0,0,4,-2.4496026263550967,-1.8139321919058404,-2.9164072236825,-1.5878841513508304,1.0
106,com.itextpdf.xmp.impl.XMPSchemaRegistryImpl$1,6,1,0,3,11,0,1,5,-5.1795580888803965,-3.5966730554283926,-5.709204149222801,-4.133718104713701,6.0
107,com.itextpdf.text.pdf.fonts.cmaps.CMapToUnicode,10,2,0,5,30,0,4,6,-6.290213984896884,-4.475742144296062,-7.076944381986934,-4.833457536314857,8.0
108,com.itextpdf.text.pdf.codec.LZWCompressor,3,1,0,2,11,0,1,3,-3.61885019777289,-2.887062544996152,-4.417102131796805,-2.437752382882061,1.0
109,com.itextpdf.text.ListItem,16,6,0,7,36,6,15,16,-7.094193476339874,-4.156236810562863,-7.263695236671259,-5.821583995264727,8.0
110,com.itextpdf.text.pdf.interfaces.IPdfStructureElement,2,1,0,2,2,1,2,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,8.0
111,com.itextpdf.awt.geom.QuadCurve2D,36,1,2,10,55,630,4,35,-11.45192907310856,-6.955564131432768,-11.774578042307082,-9.184936210063261,8.0
112,com.itextpdf.text.pdf.PdfPTableBody,8,1,2,4,13,4,5,8,-6.9721844470309575,-4.311795478460672,-6.977131856738593,-5.786580349823297,8.0
113,com.itextpdf.text.pdf.security.XmlLocator,3,1,0,1,3,3,3,3,-2.742383260498868,-1.4058100797507918,-2.661707221660921,-2.310706246716719,1.0
114,com.itextpdf.text.pdf.parser.MultiFilteredRenderListener,6,1,0,4,20,0,0,6,-5.811507569409113,-4.40567473627573,-6.784372624809374,-4.315793460977948,14.0
115,com.itextpdf.text.pdf.collection.PdfCollectionField,6,3,0,8,18,9,2,6,-7.7295121349052485,-4.949015362313167,-8.24223044239892,-6.265453426426345,8.0
116,com.itextpdf.text.pdf.PdfPage,7,3,0,8,17,13,3,1,-7.920175918538056,-4.927358282328751,-8.31738999476446,-6.513771650134337,8.0
117,com.itextpdf.text.pdf.PdfPattern,2,4,0,10,16,1,2,0,-7.306428792142673,-5.100886261466415,-8.09267788919644,-5.798523735483025,8.0
118,com.itextpdf.text.pdf.security.TSAClientBouncyCastle,9,1,0,16,60,18,0,7,-10.859318403306355,-8.004285577371423,-12.550828589580822,-8.165747254779216,4.0
119,com.itextpdf.awt.PdfGraphics2D$HyperLinkKey,4,2,0,0,5,6,1,2,0.20712888961468057,0.7094942499492711,0.44614169498696904,0.5187746949817862,8.0
120,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetColorSpaceStroke,3,1,0,6,6,3,1,1,-7.288306989366029,-4.812799922696422,-7.771582614048337,-6.137566716451392,14.0
121,com.itextpdf.text.pdf.security.RootStoreVerifier,4,2,3,4,25,0,3,3,-5.657214564154417,-4.040808337215925,-6.067232647618544,-4.172182527882185,4.0
122,com.itextpdf.text.pdf.PdfName,10,2,0,4,37,35,182,9,-6.139409742571712,-4.1689904729067475,-7.023810835887624,-4.264161798568092,8.0
123,com.itextpdf.text.pdf.internal.PdfAnnotationsImp,12,1,0,17,78,4,2,11,-10.964320141646285,-8.230750090103042,-12.725664712561676,-8.294164247044137,8.0
124,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$1,0,1,0,0,0,0,36,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,14.0
125,com.itextpdf.text.DocWriter,26,1,1,7,43,203,16,17,-9.685729621763109,-6.011851010614358,-10.162014365898274,-7.625698207352487,8.0
126,com.itextpdf.text.pdf.parser.PdfImageObject,11,1,0,24,57,25,2,8,-12.551398563240948,-8.955523997145532,-14.149185698389632,-9.83251889843292,10.0
127,com.itextpdf.text.pdf.PdfCopy$ImportedPage,3,1,0,2,7,0,1,2,-3.7755714183324462,-2.7088581908318026,-4.2716507518168125,-2.87815662178032,10.0
128,com.itextpdf.text.pdf.XfaForm$Xml2SomTemplate,5,2,0,2,33,0,1,4,-3.113644066558207,-2.7849936755047073,-4.215409864703459,-1.5455117462630494,8.0
129,com.itextpdf.text.pdf.security.LtvVerification$CertificateInclusion,4,2,0,1,7,4,1,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,8.0
130,com.itextpdf.xmp.options.IteratorOptions,11,2,0,1,14,55,5,9,-3.164718966093525,-1.453757849906553,-3.197901640015659,-2.172191967393977,2.0
131,com.itextpdf.text.pdf.PdfStructureElement,32,3,0,36,126,408,3,10,-14.306585493171285,-9.37203091108053,-15.529283225641286,-11.391707315377866,8.0
132,com.itextpdf.text.pdf.security.MakeSignature$CryptoStandard,4,2,0,1,7,4,2,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,8.0
133,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreXObjectDoHandler,3,1,0,5,4,3,1,1,-6.832375691482903,-4.2759575028361825,-7.04681997374109,-5.957349651403538,14.0
134,com.itextpdf.text.pdf.FilterHandlers$Filter_LZWDECODE,3,1,0,6,6,3,1,1,-7.288306989366029,-4.812799922696422,-7.771582614048337,-6.137566716451392,8.0
135,com.itextpdf.text.pdf.parser.PdfTextExtractor,3,1,0,5,8,3,1,2,-6.6051831619409604,-4.534293278000729,-7.25767506295642,-5.31891311614017,16.0
136,com.itextpdf.text.pdf.PdfContentByte$GraphicState,4,1,0,6,8,0,2,0,-7.137207520039346,-4.892076695238605,-7.699862257890936,-6.019788056342117,8.0
137,com.itextpdf.text.pdf.qrcode.WriterException,2,3,0,0,4,1,4,2,1.0931055622944827,1.1858779428685617,1.3604998931463437,1.2219610411044577,0.0
138,com.itextpdf.text.pdf.collection.PdfCollectionSort,4,3,0,6,14,6,1,4,-6.522876111708203,-4.214431302984632,-7.014993051305029,-5.195584135399177,8.0
139,com.itextpdf.text.xml.xmp.XmpMMProperties,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
140,com.itextpdf.text.pdf.CFFFont$IndexBaseItem,1,2,0,1,2,0,4,1,-1.5936685439397444,-0.7268606301869522,-1.4321507944656537,-1.416926349010577,8.0
141,com.itextpdf.text.pdf.security.MakeXmlSignature$EmptyKey,6,1,0,0,7,13,1,4,-0.5237532915819159,0.03250859888861002,-0.5646018649769797,0.1143581908877166,9.0
142,com.itextpdf.text.pdf.codec.wmf.InputMeta,8,1,0,2,12,0,5,8,-4.264806723012231,-2.898645567817013,-4.684595378846418,-3.3326972156222507,8.0
143,com.itextpdf.text.html.simpleparser.HTMLTagProcessors,2,3,0,15,18,0,1,1,-8.810438276633935,-6.3844579263163475,-9.869386622802564,-7.085285433213519,11.0
144,com.itextpdf.awt.geom.Point,16,2,0,1,23,32,1,16,-3.1821486927510625,-1.6407757005349348,-3.382247424629131,-2.039554418951851,2.0
145,com.itextpdf.text.pdf.PdfSignatureAppearance$RenderingMode,4,2,0,1,7,4,2,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,8.0
146,com.itextpdf.xmp.impl.ISO8601Converter,4,1,0,4,48,6,2,3,-5.540344263889039,-4.822506841024886,-7.308693700398254,-3.149492283127963,2.0
147,com.itextpdf.text.pdf.CompareTool$PngFileFilter,2,1,0,1,7,0,1,1,-1.9941123760569155,-1.6941388710710503,-2.5980708579369725,-1.0945075715535215,9.0
148,com.itextpdf.text.pdf.parser.TextExtractionStrategy,1,1,0,1,1,0,7,1,-2.1914983684337828,-1.0966522742038831,-1.9813794314603237,-2.109317179617516,14.0
149,com.itextpdf.text.pdf.PdfAction,30,3,0,20,71,435,24,27,-12.331751571473257,-7.69640160835301,-13.098283794010733,-9.932731372071508,8.0
150,com.itextpdf.text.pdf.PdfPTable$ColumnMeasurementState,4,1,0,1,9,0,1,4,-2.334255761242382,-1.7773479380109076,-2.828531980921517,-1.4706499429507733,8.0
151,com.itextpdf.text.pdf.parser.PdfReaderContentParser,2,1,0,6,8,0,1,2,-6.710814223276708,-4.906940561462901,-7.549448805651046,-5.401273742411716,15.0
152,com.itextpdf.text.AccessibleElementId,7,1,0,0,9,0,17,6,-0.09165881586024238,-0.014687624365230523,-0.2507316782861321,0.4139590400616191,0.0
153,com.itextpdf.text.pdf.PdfCopy$StampContent,3,2,0,3,4,0,1,1,-4.609718360494186,-2.6801868298969485,-4.535689849585045,-4.155049748788359,10.0
154,com.itextpdf.text.pdf.PdfRendition,1,3,0,6,9,0,1,0,-5.577562517634416,-4.0282399097607255,-6.280291286320005,-4.365117904477071,8.0
155,com.itextpdf.text.pdf.FontSelector,4,1,0,8,29,0,1,3,-7.627186977617466,-6.055359352821952,-9.116570649114886,-5.601704884679723,8.0
156,com.itextpdf.text.FontProvider,2,1,0,2,2,1,3,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,8.0
157,com.itextpdf.text.pdf.codec.TiffWriter$FieldByte,1,2,0,1,2,0,0,1,-1.5936685439397444,-0.7268606301869522,-1.4321507944656537,-1.416926349010577,2.0
158,com.itextpdf.text.pdf.StandardDecryption,3,1,0,2,12,0,1,3,-3.587911923202191,-2.9222417965304746,-4.445815631566915,-2.3508123551277715,1.0
159,com.itextpdf.text.pdf.CFFFont$MarkerItem,2,2,0,2,4,0,2,2,-3.275997347200585,-1.9626636655554826,-3.3236591657479284,-2.788344909030167,8.0
160,com.itextpdf.text.pdf.XfaForm$Stack2,5,4,0,0,11,10,5,5,0.8002687852286183,1.0925022661777113,0.9447999751203362,1.3308666836351333,8.0
161,com.itextpdf.text.pdf.BarcodePDF417$SegmentList,5,1,0,1,12,0,1,4,-2.385032532592832,-1.8873534670602354,-2.9763340747472533,-1.4064349328121524,9.0
162,com.itextpdf.text.pdf.ICC_Profile,8,1,0,2,26,18,7,6,-4.492525243243996,-3.2723039222504555,-5.430153500196464,-2.783070703362013,3.0
