,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_s,FWBR_N,FWBR_L,layer
20,com.itextpdf.text.xml.xmp.XmpReader,6,1,0,2,41,0,1,6,-3.6017487678762032,-3.421375856616649,-5.031282133439441,-1.75462828369941,1.0
21,com.itextpdf.text.pdf.OcspClient,1,1,0,0,1,0,2,1,0.4434171836130442,0.6523320006038471,0.7348142194157778,0.34437831503959443,0.0
22,com.itextpdf.text.pdf.BarcodePostnet,6,2,0,4,22,1,0,5,-5.4553473320020895,-3.910003611695751,-6.23611600129601,-4.022492736690619,6.0
23,com.itextpdf.text.exceptions.UnsupportedPdfException,1,5,0,1,2,0,3,1,-0.839588404801472,0.20994471631935685,-0.24458746157124836,-0.9861524252154199,1.0
24,com.itextpdf.text.pdf.PdfOCG,2,1,0,2,2,1,11,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,4.0
25,com.itextpdf.text.pdf.CFFFont$UInt16Item,3,2,0,1,5,1,2,3,-2.024442467734902,-1.0236762059116378,-1.9986892463052661,-1.5608186869379599,4.0
26,com.itextpdf.text.html.simpleparser.ImageProvider,1,1,0,3,1,0,2,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,8.0
27,com.itextpdf.text.pdf.collection.PdfTargetDictionary,8,3,0,5,12,28,1,8,-6.7291389370824675,-3.770782814032291,-6.7660121400339195,-5.634936804082904,4.0
28,com.itextpdf.text.pdf.PdfFileSpecification,14,3,0,13,46,79,8,14,-10.055511629167086,-6.476784801618828,-10.864297319513538,-7.941057646288473,4.0
29,com.itextpdf.text.pdf.interfaces.PdfVersion,4,1,0,2,4,6,2,4,-4.4806933658633925,-2.5304448171530516,-4.488199694087871,-3.8202595403119717,4.0
30,com.itextpdf.text.FontFactoryImp,25,1,0,10,76,168,2,24,-10.29075885858893,-7.0193549087126454,-11.568657308548909,-7.709976603997011,4.0
31,com.itextpdf.text.pdf.collection.PdfCollection,5,3,0,6,9,10,4,5,-6.910105250583738,-4.0389698857859955,-6.997425932009746,-5.894237965500712,4.0
32,com.itextpdf.text.pdf.parser.InlineImageInfo,3,1,0,1,4,0,3,3,-2.415911412381841,-1.4791985532704983,-2.514176215683606,-1.9533408458399288,5.0
33,com.itextpdf.text.Section,53,4,1,13,93,1196,4,47,-11.40798781343516,-6.5304820593259345,-11.55196276390609,-9.19877982048435,4.0
34,com.itextpdf.text.xml.xmp.XmpBasicSchema,7,5,0,2,12,21,1,7,-3.5069294814436693,-1.472310772047109,-3.2751063921088193,-2.763726199572156,3.0
35,com.itextpdf.awt.geom.GeneralPath$Iterator,7,1,0,4,14,0,1,5,-6.053022043253859,-4.253907703721848,-6.702989407390022,-4.842941226383012,4.0
36,com.itextpdf.text.pdf.parser.TextRenderInfo,13,1,0,7,32,14,9,8,-8.47130760744768,-5.818312748304145,-9.436947438185928,-6.552547590492139,7.0
37,com.itextpdf.text.pdf.PdfLister,6,1,0,8,31,0,0,6,-7.883099498186823,-6.073933842714957,-9.238797182998532,-5.9390100104264425,5.0
38,com.itextpdf.awt.geom.Line2D$Double,11,2,0,5,15,21,0,11,-7.154115371523099,-4.2375610289176935,-7.372739146187425,-5.913606295768592,4.0
39,com.itextpdf.text.pdf.CFFFont$UInt32Item,3,2,0,1,5,1,1,3,-2.024442467734902,-1.0236762059116378,-1.9986892463052661,-1.5608186869379599,4.0
40,com.itextpdf.text.pdf.PdfSignatureAppearance$RangeStream,4,2,0,1,12,2,1,2,-1.982108954387961,-1.3642245838076523,-2.4083210072363337,-1.0248211867741504,6.0
41,com.itextpdf.text.Annotation,29,1,0,3,37,126,4,28,-6.788188300199038,-4.1471930313783405,-7.346451236884565,-5.0456188592414275,4.0
42,com.itextpdf.text.html.HtmlTags,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
43,com.itextpdf.text.pdf.crypto.IVGenerator,4,1,0,1,16,4,2,2,-2.40804525294579,-2.0392200166234975,-3.283093451618986,-1.02780046141189,1.0
44,com.itextpdf.text.pdf.qrcode.MaskUtil,7,1,0,2,18,21,2,5,-4.555437103221491,-3.1239000883644423,-5.293483007359478,-3.0342962832123654,5.0
45,com.itextpdf.text.pdf.SequenceList,7,1,0,0,24,5,3,1,-0.047974557045202704,-0.4493071144070618,-0.8735712980942524,1.260580112927109,0.0
46,com.itextpdf.text.pdf.StampContent,5,2,0,8,8,0,2,2,-7.80362681188602,-4.97290492093178,-8.043677673358953,-6.878195348897947,4.0
47,com.itextpdf.text.pdf.PRTokeniser,32,1,0,4,58,156,13,31,-7.582693772209974,-4.904604066244769,-8.4415692976938,-5.490663398420443,4.0
48,com.itextpdf.text.pdf.PdfSignatureAppearance$1,1,1,0,1,3,0,2,0,-1.9235816722928396,-1.401294629815832,-2.230030207878772,-1.356441160461899,6.0
49,com.itextpdf.text.pdf.codec.PngWriter,14,1,0,1,27,71,1,9,-3.5943878309950743,-2.2740553740166978,-4.22344440916114,-2.0372722715406746,5.0
50,com.itextpdf.awt.geom.Point2D$Float,7,2,0,1,14,0,5,7,-2.128744543413031,-1.3938802551560296,-2.4176966921675636,-1.3473456239885526,1.0
51,com.itextpdf.text.pdf.qrcode.ReedSolomonException,1,3,0,0,2,0,0,1,1.3542185433108733,1.4109329929458068,1.7769261723301906,1.2155564777330103,0.0
52,com.itextpdf.text.pdf.PdfNull,3,2,0,1,4,3,7,2,-2.2150247449872165,-0.9558870147336644,-2.047074875430913,-1.8163477124748897,4.0
53,com.itextpdf.text.Anchor,17,5,0,6,39,0,1,17,-6.434674624560429,-4.025594374670908,-6.729889243582103,-5.267807390773994,4.0
54,com.itextpdf.text.pdf.BarcodePDF417,56,1,0,7,87,1070,0,28,-10.003754410252997,-6.284541695106901,-10.90290387905033,-7.541230283672393,5.0
55,com.itextpdf.text.pdf.codec.TiffWriter,7,1,0,2,26,9,2,7,-4.28298740831995,-3.264302243615364,-5.29010322881697,-2.5872155329967224,2.0
56,com.itextpdf.text.pdf.PdfBorderArray,2,3,0,4,5,1,1,2,-4.954507576676303,-2.9552692033239025,-5.011710165212891,-4.27731116787332,4.0
57,com.itextpdf.text.html.simpleparser.StyleSheet,7,1,0,3,38,0,1,7,-4.835442419700312,-4.110813556291508,-6.171338345442224,-3.0151793670793263,8.0
58,com.itextpdf.text.pdf.Barcode,38,1,7,7,43,663,7,38,-10.84740205925357,-6.101637027387153,-10.464030868076566,-8.916597407677383,5.0
59,com.itextpdf.text.pdf.PdfNumberTree,4,1,0,9,28,6,2,3,-8.378000109031174,-6.3409594567175045,-9.836726135435342,-6.172910781191097,4.0
60,com.itextpdf.text.pdf.PdfLayerMembership,8,3,0,9,18,20,2,7,-8.468368618616653,-5.2207646941033,-8.85089912340751,-7.004261398037677,4.0
61,com.itextpdf.text.pdf.XfaForm$Xml2SomDatasets,4,2,0,2,45,0,2,2,-2.844619477625678,-2.923153080604888,-4.270161363375246,-0.9964258667693349,4.0
62,com.itextpdf.text.pdf.fonts.cmaps.AbstractCMap,13,1,5,5,25,70,9,7,-8.57966499190255,-5.118033425326808,-8.479313848746761,-6.888547735859661,4.0
63,com.itextpdf.text.pdf.PdfEncryption,32,1,0,21,92,266,11,24,-13.13095754761526,-8.852521700751419,-14.497857139702928,-10.28521800855344,4.0
64,com.itextpdf.text.pdf.CFFFont$UInt24Item,3,2,0,1,5,1,1,3,-2.024442467734902,-1.0236762059116378,-1.9986892463052661,-1.5608186869379599,4.0
65,com.itextpdf.text.pdf.parser.XObjectDoHandler,1,1,0,3,1,0,4,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,9.0
66,com.itextpdf.text.error_messages.MessageLocalization,10,1,0,1,34,37,125,5,-3.1385052493610246,-2.369773606739588,-4.107252962673455,-1.3663488651168558,4.0
67,com.itextpdf.text.pdf.PdfFormField,37,4,0,16,69,640,16,29,-11.533342718825134,-6.850188474445454,-12.001040545206656,-9.355119434879569,4.0
68,com.itextpdf.text.pdf.PdfCopy$PageStamp,8,1,0,20,68,0,1,4,-11.016783760053947,-8.542269787591428,-12.908687133838582,-8.408102087963982,5.0
69,com.itextpdf.text.pdf.PdfResources,2,3,0,3,7,1,1,0,-3.995058757235398,-2.518660029194695,-4.240490514279654,-3.1749258715872952,4.0
70,com.itextpdf.text.pdf.PdfDeveloperExtension,6,1,0,5,10,3,3,5,-6.994738635126197,-4.606205706566274,-7.494440905109539,-5.778540606404589,4.0
71,com.itextpdf.text.pdf.LongHashtable,18,1,0,3,29,0,1,17,-5.658877469286218,-3.9703334216216097,-6.331921066702257,-4.3475018469216735,4.0
72,com.itextpdf.text.pdf.PdfColor,2,3,0,4,8,1,1,0,-4.797786356116746,-3.133473557488252,-5.157161545192884,-3.8369069289750612,4.0
73,com.itextpdf.text.pdf.PdfReaderInstance,10,1,0,17,64,0,6,0,-10.62138395149293,-8.121222915160864,-12.342291153776996,-8.17025876655924,4.0
74,com.itextpdf.text.pdf.BarcodeEANSUPP,4,2,0,6,21,0,0,4,-6.350618563574099,-4.736919030496801,-7.325819062478533,-4.796962856004852,6.0
75,com.itextpdf.awt.geom.misc.Messages,9,1,0,0,24,30,8,8,-0.5188065689834885,-0.4720557717169978,-1.2088698345380526,0.854171801961577,0.0
76,com.itextpdf.text.pdf.PdfDictionary,30,2,31,10,65,251,123,29,-11.750845295391732,-6.604284604673442,-10.93605877190624,-9.740932057203192,4.0
77,com.itextpdf.text.SplitCharacter,1,1,0,1,1,0,3,1,-2.1914983684337828,-1.0966522742038831,-1.9813794314603237,-2.109317179617516,4.0
78,com.itextpdf.text.pdf.interfaces.PdfEncryptionSettings,2,1,0,1,2,1,4,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,1.0
79,com.itextpdf.text.pdf.codec.JBIG2Image,4,1,0,7,15,6,1,4,-7.759614198737952,-5.516534929714748,-8.748969447472904,-6.02895058128525,4.0
80,com.itextpdf.awt.geom.Rectangle2D$Iterator,6,1,0,4,15,0,1,5,-5.916615957158529,-4.2861582324528,-6.686822593032951,-4.611159840485012,4.0
81,com.itextpdf.text.pdf.codec.Base64$InputStream,4,3,0,2,12,4,1,4,-3.2989818607954744,-2.0076012493304023,-3.5881679491309857,-2.323726818427255,4.0
82,com.itextpdf.text.pdf.codec.TIFFField,23,1,0,0,26,0,2,22,-0.624772117329935,-0.4192606296279082,-0.9305263581813867,0.16258575606482673,0.0
83,com.itextpdf.text.pdf.MultiColumnText$ColumnDef,6,1,0,1,11,0,1,0,-2.5446425368335697,-1.8476887806206619,-2.9930104983467003,-1.6800226100565911,4.0
84,com.itextpdf.text.pdf.CFFFont$DictOffsetItem,3,3,0,1,5,0,2,3,-1.5913599642611818,-0.6225246277643854,-1.3920165920245384,-1.3245346256796622,4.0
85,com.itextpdf.text.pdf.codec.TIFFDirectory,32,1,0,3,74,266,1,19,-6.733708226266533,-4.45647172940568,-7.740398280452358,-4.484169361076607,4.0
86,com.itextpdf.text.exceptions.IllegalPdfSyntaxException,1,5,0,0,2,0,1,1,1.795327147245355,1.9589289911270868,2.471606189304853,1.4675430694416902,0.0
87,com.itextpdf.text.pdf.PdfNameTree,4,1,0,10,27,6,4,3,-8.753873852456612,-6.566028111331374,-10.19762412124214,-6.548417714274188,4.0
88,com.itextpdf.text.pdf.events.IndexEvents,11,2,0,7,38,33,2,10,-7.9787568556175374,-5.36279435415996,-8.891140883625388,-6.000343173430068,6.0
89,com.itextpdf.text.pdf.ExtraEncoding,3,1,0,0,3,3,5,3,-0.10746770845204129,0.3431741950569386,0.05448642921518054,0.14298924794039106,0.0
90,com.itextpdf.text.pdf.LtvVerification$CertificateInclusion,4,2,0,1,7,4,1,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,6.0
91,com.itextpdf.text.pdf.LtvVerification$CertificateOption,4,2,0,1,7,4,1,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,6.0
92,com.itextpdf.text.pdf.PdfCopy$RefKey,6,1,0,2,17,0,2,3,-3.9292481067883926,-3.0489833498985197,-4.727333308786106,-2.674938223721191,5.0
93,com.itextpdf.text.pdf.PdfSignature,9,3,1,7,17,36,3,9,-8.152218731541824,-4.68071013668951,-8.08108962775215,-6.82150788502911,4.0
94,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextHorizontalScaling,3,1,0,6,7,3,1,1,-7.236694156555887,-4.871487773037841,-7.819483962251907,-5.992528857060197,9.0
95,com.itextpdf.text.pdf.events.IndexEvents$Entry,11,1,0,1,28,11,2,11,-3.0840808668550204,-2.2640669897779264,-3.8761864600725255,-1.5803451100925372,6.0
96,com.itextpdf.text.pdf.hyphenation.CharVector,13,1,0,1,16,0,3,13,-2.988593957455463,-1.9806026583457923,-3.3220559352299954,-2.140973781965817,0.0
97,com.itextpdf.text.pdf.PdfTransparencyGroup,3,3,0,4,6,3,4,3,-5.255168153936138,-3.026990688899551,-5.26550601522919,-4.515703173842917,4.0
98,com.itextpdf.text.pdf.PdfWriter,155,2,4,86,422,9533,88,114,-20.001784214743214,-12.550136938343963,-20.77850049343424,-16.300377332573003,4.0
99,com.itextpdf.text.pdf.OutputStreamCounter,8,2,0,0,14,0,9,8,0.4078558604899283,0.35853123865567516,0.2638155484892134,0.9637366380852579,0.0
100,com.itextpdf.awt.DefaultFontMapper,11,1,1,4,40,21,2,11,-6.863552076203029,-4.778817787542496,-7.690523140051076,-4.871997456524157,4.0
101,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextSetTextMatrix,3,1,0,6,10,3,1,1,-7.113604755187897,-5.011450103582118,-7.933721990937255,-5.646633808946327,9.0
102,com.itextpdf.text.pdf.crypto.AESCipherCBCnoPad,2,1,0,5,14,0,1,2,-5.927383586481394,-4.74249064832079,-7.128634989997134,-4.300746737342083,0.0
103,com.itextpdf.text.pdf.Pfm2afm,11,1,0,2,39,0,1,1,-4.070515166044581,-3.3842487111536363,-5.172488186098295,-2.4602466990943554,4.0
104,com.itextpdf.text.pdf.codec.wmf.Point,2,1,0,0,3,1,2,2,0.25277551157903955,0.34714552952640565,0.2529842309965927,0.5488151747761515,0.0
105,com.itextpdf.text.pdf.codec.TIFFFaxDecoder,16,1,0,1,19,6,3,6,-3.4250356616223416,-2.08103022582161,-3.756972522220003,-2.3609508701516866,4.0
106,com.itextpdf.text.BadElementException,3,4,0,1,6,3,11,2,-1.5292396754446116,-0.4133752780339404,-1.2925833156646123,-1.133415934542611,1.0
107,com.itextpdf.text.MarkedObject,9,1,1,3,14,14,3,8,-6.185402552076141,-3.772323258322429,-6.338837844760838,-4.921725511715105,4.0
108,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginText,3,1,0,5,9,3,1,1,-6.56445899534196,-4.5805998584481324,-7.295470750159538,-5.204473632247922,9.0
109,com.itextpdf.text.pdf.PdfCopyFieldsImp,28,3,1,25,148,278,3,3,-13.054603082010159,-8.588674028233687,-14.10317394207333,-10.154916330002935,4.0
110,com.itextpdf.text.pdf.Type3Font,23,2,0,18,66,235,0,18,-11.972092847418402,-7.797560016108679,-12.997032137562359,-9.474602138767153,6.0
111,com.itextpdf.text.pdf.PdfDocument$Destination,1,1,0,4,2,0,3,1,-5.517946043780572,-3.5868880787527706,-5.7174435096881115,-4.912521951405035,4.0
112,com.itextpdf.text.pdf.fonts.cmaps.CidLocationFromByte,2,1,0,2,4,0,2,2,-3.717105951135067,-2.510659663736763,-4.018339182722592,-3.040331500738847,4.0
113,com.itextpdf.text.Chunk,55,1,0,14,92,1223,27,53,-12.380339000775027,-7.897860052864555,-13.402727871312766,-9.696084544529219,4.0
114,com.itextpdf.text.pdf.PdfBoolean,5,2,0,3,11,0,20,4,-4.609777755275877,-3.053162492152363,-4.969134208878582,-3.6950838635148724,4.0
115,com.itextpdf.text.pdf.FilterHandlers$Filter_RUNLENGTHDECODE,3,1,0,5,8,3,1,1,-6.6051831619409604,-4.534293278000729,-7.25767506295642,-5.31891311614017,4.0
116,com.itextpdf.text.pdf.AcroFields$RevisionStream,5,2,0,2,12,2,1,3,-3.6756220998058744,-2.38200965543597,-4.050877322516036,-2.680898353317786,4.0
117,com.itextpdf.awt.geom.Line2D$Float,12,2,0,5,16,16,0,12,-7.152817854272285,-4.257285929648143,-7.375729476546024,-5.92328738422089,4.0
118,com.itextpdf.text.ImgJBIG2,5,3,0,1,14,6,4,4,-1.9128348744137766,-1.0480908218243412,-2.1595519719527823,-0.9816428198808584,4.0
119,com.itextpdf.text.pdf.NumberArray,2,3,1,3,8,1,1,2,-4.2746454075743285,-2.61016234133909,-4.28274249782119,-3.4208726675610586,4.0
120,com.itextpdf.text.pdf.parser.PdfImageObject$1,0,1,0,0,0,0,2,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,6.0
121,com.itextpdf.text.PageSize,3,1,0,3,18,3,2,2,-4.775041499979563,-3.8396082874988875,-5.936849794087163,-3.0719910237020374,4.0
122,com.itextpdf.text.pdf.FilterHandlers$Filter_ASCII85DECODE,3,1,0,6,5,3,1,1,-7.347889632137274,-4.745049771590242,-7.71628456581345,-6.305000637317555,4.0
123,com.itextpdf.text.pdf.PdfPageElement,2,1,0,1,2,1,0,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,5.0
124,com.itextpdf.text.xml.simpleparser.EntitiesToUnicode,4,1,0,0,22,4,1,3,0.3437085331300308,-0.42309000343075803,-0.675336184234962,1.754223598758157,0.0
125,com.itextpdf.text.ZapfDingbatsList,5,2,0,6,22,0,0,5,-6.48562333035374,-4.751150704069341,-7.395450005490211,-4.969437976841968,5.0
126,com.itextpdf.text.pdf.FdfWriter$Wrt,3,3,0,13,25,1,1,0,-8.541842409923316,-6.18935043282766,-9.657140598041167,-6.677733412942164,4.0
127,com.itextpdf.awt.geom.misc.RenderingHints$KeyValue,2,1,0,1,3,0,2,0,-2.262029072197859,-1.3894965154591015,-2.349420081518524,-1.8473835907091383,0.0
128,com.itextpdf.text.pdf.MappedRandomAccessFile$1,3,1,0,0,7,1,1,2,0.28055995595883043,0.050874069267212815,-0.08037500884228305,0.9533619962678282,0.0
129,com.itextpdf.text.pdf.PdfDocument$PdfCatalog,4,3,0,13,25,4,4,0,-8.886881518384943,-6.199173002311673,-9.87326691013866,-7.023925070864986,4.0
130,com.itextpdf.awt.geom.CubicCurve2D,39,1,2,10,59,741,4,38,-11.518416837846138,-6.986503765971687,-11.848885148420976,-9.217836575812516,4.0
131,com.itextpdf.text.pdf.PdfObject,21,1,9,3,27,0,157,17,-6.887916709601086,-4.067744811212389,-6.350339080343926,-5.841949263264483,4.0
132,com.itextpdf.text.pdf.EnumerateTTC,4,3,0,4,21,0,1,0,-4.75858833207869,-3.499105794881209,-5.514422480634049,-3.427085905105057,4.0
133,com.itextpdf.text.pdf.VerticalText,20,1,0,10,61,104,0,17,-10.113761445205721,-6.921866612549905,-11.349912637691848,-7.647240787334927,5.0
134,com.itextpdf.text.pdf.PdfException,3,4,1,1,6,3,7,1,-1.8543520707617112,-0.45311123746158594,-1.2925833156646123,-1.5072951891572755,1.0
135,com.itextpdf.text.api.WriterOperation,1,1,0,3,1,0,2,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,4.0
136,com.itextpdf.text.pdf.parser.InlineImageUtils,9,1,0,9,47,32,1,1,-9.030502221608733,-6.569869857252777,-10.476140198451672,-6.593477904045175,6.0
137,com.itextpdf.text.pdf.qrcode.BitMatrix,12,1,0,1,22,0,1,12,-2.8098967619866366,-2.1156132937466667,-3.408671103396263,-1.7229143192134138,1.0
138,com.itextpdf.text.pdf.XfaForm$Xml2Som,15,1,3,2,49,87,5,14,-5.650470883050681,-3.633146457378481,-6.07225877033614,-3.685358653835158,4.0
139,com.itextpdf.text.pdf.TrueTypeFont$WindowsMetrics,1,1,0,0,2,0,2,0,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,4.0
140,com.itextpdf.text.pdf.hyphenation.Hyphenation,6,1,0,0,13,0,3,5,0.14985565798450295,-0.1664546569191121,-0.3321148957054849,0.9411068054666822,0.0
141,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ShowText,3,1,0,5,6,3,2,1,-6.702321739729271,-4.42383907494256,-7.167521731211314,-5.591883434172265,9.0
142,com.itextpdf.text.pdf.FilterHandlers$FilterHandler,1,1,0,3,1,0,9,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,4.0
143,com.itextpdf.text.pdf.draw.LineSeparator,12,2,1,3,20,26,5,12,-5.9350928490579875,-3.375040800352203,-5.938606185049484,-4.6707038174813444,4.0
144,com.itextpdf.text.pdf.PdfSpotColor,3,1,0,11,19,0,8,2,-8.691235914707988,-6.609542029223364,-10.032736500732117,-6.790299649405775,4.0
145,com.itextpdf.text.pdf.FilterHandlers$1,0,1,0,0,0,0,8,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,4.0
146,com.itextpdf.text.log.Logger,9,1,0,1,9,36,7,9,-3.5385479008112846,-1.8214751989881677,-3.6254105696790204,-2.609448100158749,1.0
147,com.itextpdf.text.pdf.codec.JBIG2SegmentReader$JBIG2Segment,3,1,0,0,4,1,2,3,0.09889317139505752,0.2574434917150087,0.08822809683151073,0.44285791964536086,4.0
148,com.itextpdf.text.pdf.PushbuttonField,22,2,0,23,92,117,1,21,-12.577772253156889,-8.520042110879794,-13.903792471181944,-9.836392131566592,4.0
149,com.itextpdf.awt.FontMapper,2,1,0,1,2,1,5,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,4.0
150,com.itextpdf.text.pdf.BidiOrder,29,1,0,2,37,186,2,8,-5.761646655013226,-3.4281885249929203,-6.2826473372173215,-4.059338453293059,4.0
151,com.itextpdf.text.pdf.Barcode128,12,2,0,8,61,46,0,9,-8.3702335068463,-5.867169832497927,-9.595708931491254,-6.037543320598151,6.0
152,com.itextpdf.text.pdf.events.PdfPCellEventForwarder,3,1,0,4,10,0,1,3,-5.594324122356422,-4.137761756647109,-6.387630048290545,-4.34055073178937,4.0
153,com.itextpdf.text.DocumentException,3,3,2,0,6,3,76,3,0.34762533891979797,0.9710450306697225,1.0413003338947067,0.5890167331381497,0.0
154,com.itextpdf.awt.geom.PathIterator,5,1,0,0,5,10,15,5,-0.4644876326357791,0.15875531480227897,-0.37642258267240336,0.008538512069830723,0.0
155,com.itextpdf.text.pdf.qrcode.ReedSolomonEncoder,3,1,0,2,17,0,1,2,-3.462128977213334,-3.065266899160501,-4.562553511776798,-1.9973481439838023,1.0
156,com.itextpdf.text.pdf.PdfEncodings$Cp437Conversion,6,1,0,3,13,7,1,3,-5.480308350918937,-3.7014498960012423,-6.105870212540642,-4.138774371362999,4.0
157,com.itextpdf.text.pdf.PdfPTableEventSplit,1,1,0,2,1,0,2,1,-3.732825158948162,-2.1197424893173915,-3.5702508619197366,-3.544637032180374,4.0
158,com.itextpdf.text.pdf.qrcode.MatrixUtil,22,1,0,6,43,211,1,10,-8.725839032370196,-5.6405323798654425,-9.597854621182819,-6.588172412723534,6.0
159,com.itextpdf.text.pdf.CFFFont$StringItem,3,2,0,1,7,0,2,3,-1.7931360238835865,-1.1377719775370139,-1.9880993043827369,-1.1908501775087816,4.0
160,com.itextpdf.text.pdf.PdfEncodings$1,0,1,0,0,0,0,4,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,4.0
161,com.itextpdf.text.pdf.TextField,31,2,0,24,129,327,2,23,-13.056302491252325,-8.77884655727621,-14.448978555608084,-10.101766214767371,4.0
162,com.itextpdf.text.pdf.PdfLayer,24,3,0,12,45,242,6,20,-10.401029014101978,-6.28525898618836,-10.89898466834456,-8.412754622462014,4.0
163,com.itextpdf.text.pdf.CFFFont$Item,4,1,12,0,5,4,14,3,-1.3787334485755678,0.02044897872629614,-0.19330192450131978,-1.0888190854774413,4.0
164,com.itextpdf.text.pdf.events.IndexEvents$1,3,1,0,2,8,3,1,2,-3.9702676098941336,-2.7853090031929995,-4.541481412080319,-2.8652176214830596,6.0
