,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_s,FWBR_N,FWBR_L,layer
14,com.itextpdf.text.pdf.security.VerificationException,1,4,0,0,5,0,4,1,1.864894822036998,1.40787459781493,1.9105853972285247,2.107110725503156,0.0
15,com.itextpdf.text.xml.xmp.XmpBasicSchema,7,5,0,2,12,21,1,7,-3.5069294814436693,-1.472310772047109,-3.2751063921088193,-2.763726199572156,3.0
16,com.itextpdf.text.pdf.parser.TextRenderInfo,18,1,0,7,42,0,9,10,-8.154644012567715,-5.877541063699583,-9.177257505488656,-6.410172992228116,7.0
17,com.itextpdf.text.Annotation,29,1,0,3,37,126,4,28,-6.788188300199038,-4.1471930313783405,-7.346451236884565,-5.0456188592414275,4.0
18,com.itextpdf.text.html.HtmlTags,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
19,com.itextpdf.text.pdf.SequenceList,7,1,0,0,24,5,3,1,-0.047974557045202704,-0.4493071144070618,-0.8735712980942524,1.260580112927109,0.0
20,com.itextpdf.text.pdf.StampContent,5,2,0,8,8,0,2,2,-7.80362681188602,-4.97290492093178,-8.043677673358953,-6.878195348897947,4.0
21,com.itextpdf.text.pdf.PdfSignatureAppearance$1,1,1,0,1,3,0,2,0,-1.9235816722928396,-1.401294629815832,-2.230030207878772,-1.356441160461899,4.0
22,com.itextpdf.text.pdf.codec.PngWriter,14,1,0,1,27,71,1,9,-3.5943878309950743,-2.2740553740166978,-4.22344440916114,-2.0372722715406746,5.0
23,com.itextpdf.text.Anchor,18,5,0,6,41,0,1,17,-6.460946814610968,-4.045464711907767,-6.763311787599848,-5.28027824902855,4.0
24,com.itextpdf.text.pdf.codec.TiffWriter,7,1,0,2,26,9,2,7,-4.28298740831995,-3.264302243615364,-5.29010322881697,-2.5872155329967224,2.0
25,com.itextpdf.text.pdf.PdfNumberTree,4,1,0,9,28,6,2,3,-8.378000109031174,-6.3409594567175045,-9.836726135435342,-6.172910781191097,4.0
26,com.itextpdf.text.pdf.PdfLayerMembership,8,3,0,9,18,20,2,7,-8.468368618616653,-5.2207646941033,-8.85089912340751,-7.004261398037677,4.0
27,com.itextpdf.text.pdf.fonts.cmaps.AbstractCMap,13,1,5,5,25,70,9,7,-8.57966499190255,-5.118033425326808,-8.479313848746761,-6.888547735859661,4.0
28,com.itextpdf.text.pdf.security.CertificateInfo,5,1,0,7,13,10,2,5,-8.041734949864072,-5.460590016339042,-8.828952359954044,-6.432238031879721,4.0
29,com.itextpdf.text.pdf.parser.XObjectDoHandler,1,1,0,3,1,0,4,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,9.0
30,com.itextpdf.text.error_messages.MessageLocalization,10,1,0,1,34,37,125,5,-3.1385052493610246,-2.369773606739588,-4.107252962673455,-1.3663488651168558,4.0
31,com.itextpdf.text.pdf.PdfDeveloperExtension,6,1,0,5,10,3,3,5,-6.994738635126197,-4.606205706566274,-7.494440905109539,-5.778540606404589,4.0
32,com.itextpdf.text.pdf.PdfColor,2,3,0,4,8,1,1,0,-4.797786356116746,-3.133473557488252,-5.157161545192884,-3.8369069289750612,4.0
33,com.itextpdf.text.pdf.PdfReaderInstance,10,1,0,17,64,0,6,1,-10.62138395149293,-8.121222915160864,-12.342291153776996,-8.17025876655924,4.0
34,com.itextpdf.text.pdf.BarcodeEANSUPP,4,2,0,6,21,0,0,4,-6.350618563574099,-4.736919030496801,-7.325819062478533,-4.796962856004852,6.0
35,com.itextpdf.text.pdf.PdfDictionary,30,2,32,10,65,251,129,29,-11.765278373874352,-6.606048647599096,-10.93605877190624,-9.757530097458204,4.0
36,com.itextpdf.text.SplitCharacter,1,1,0,1,1,0,3,1,-2.1914983684337828,-1.0966522742038831,-1.9813794314603237,-2.109317179617516,4.0
37,com.itextpdf.text.pdf.interfaces.PdfEncryptionSettings,2,1,0,1,2,1,4,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,1.0
38,com.itextpdf.text.pdf.codec.JBIG2Image,4,1,0,7,15,6,1,4,-7.759614198737952,-5.516534929714748,-8.748969447472904,-6.02895058128525,4.0
39,com.itextpdf.text.pdf.CFFFont$DictOffsetItem,3,3,0,1,5,0,2,3,-1.5913599642611818,-0.6225246277643854,-1.3920165920245384,-1.3245346256796622,4.0
40,com.itextpdf.text.pdf.ExtraEncoding,3,1,0,0,3,3,5,3,-0.10746770845204129,0.3431741950569386,0.05448642921518054,0.14298924794039106,0.0
41,com.itextpdf.text.pdf.PdfCopy$RefKey,6,1,0,2,17,0,2,3,-3.9292481067883926,-3.0489833498985197,-4.727333308786106,-2.674938223721191,5.0
42,com.itextpdf.text.pdf.PdfSignature,9,3,0,7,17,36,3,9,-7.827106336224724,-4.640974177261865,-8.08108962775215,-6.447628630414445,4.0
43,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextHorizontalScaling,3,1,0,6,7,3,1,1,-7.236694156555887,-4.871487773037841,-7.819483962251907,-5.992528857060197,9.0
44,com.itextpdf.text.pdf.events.IndexEvents$Entry,11,1,0,1,28,11,2,11,-3.0840808668550204,-2.2640669897779264,-3.8761864600725255,-1.5803451100925372,6.0
45,com.itextpdf.text.pdf.PdfTransparencyGroup,3,3,0,4,6,3,4,3,-5.255168153936138,-3.026990688899551,-5.26550601522919,-4.515703173842917,4.0
46,com.itextpdf.text.pdf.PdfWriter,166,2,4,89,437,11261,89,117,-20.20292723960855,-12.651977708433707,-20.971256863212293,-16.478856260404097,4.0
47,com.itextpdf.text.pdf.interfaces.PdfIsoConformance,1,1,0,0,1,0,2,1,0.4434171836130442,0.6523320006038471,0.7348142194157778,0.34437831503959443,0.0
48,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextSetTextMatrix,3,1,0,6,10,3,1,1,-7.113604755187897,-5.011450103582118,-7.933721990937255,-5.646633808946327,9.0
49,com.itextpdf.text.pdf.security.SecurityIDs,1,1,0,0,2,0,0,1,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,0.0
50,com.itextpdf.text.pdf.Pfm2afm,11,1,0,2,39,0,1,1,-4.070515166044581,-3.3842487111536363,-5.172488186098295,-2.4602466990943554,4.0
51,com.itextpdf.text.pdf.codec.wmf.Point,2,1,0,0,3,1,2,2,0.25277551157903955,0.34714552952640565,0.2529842309965927,0.5488151747761515,0.0
52,com.itextpdf.text.BadElementException,3,4,0,1,6,3,11,2,-1.5292396754446116,-0.4133752780339404,-1.2925833156646123,-1.133415934542611,1.0
53,com.itextpdf.text.MarkedObject,9,1,1,3,14,14,3,8,-6.185402552076141,-3.772323258322429,-6.338837844760838,-4.921725511715105,4.0
54,com.itextpdf.text.pdf.PdfDiv,52,1,0,12,75,1106,2,52,-11.851015048576894,-7.447872454977348,-12.736846402475607,-9.333776866598445,4.0
55,com.itextpdf.text.pdf.security.OcspClient,1,1,0,0,1,0,3,1,0.4434171836130442,0.6523320006038471,0.7348142194157778,0.34437831503959443,0.0
56,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginText,3,1,0,5,9,3,1,1,-6.56445899534196,-4.5805998584481324,-7.295470750159538,-5.204473632247922,9.0
57,com.itextpdf.text.pdf.PdfCopyFieldsImp,28,3,1,25,148,278,3,3,-13.054603082010159,-8.588674028233687,-14.10317394207333,-10.154916330002935,4.0
58,com.itextpdf.text.pdf.fonts.cmaps.CidLocationFromByte,2,1,0,2,4,0,2,2,-3.717105951135067,-2.510659663736763,-4.018339182722592,-3.040331500738847,4.0
59,com.itextpdf.text.Chunk,62,1,0,14,100,1567,26,60,-12.489676242040357,-7.935111470454127,-13.5076712548947,-9.769610721958443,4.0
60,com.itextpdf.awt.geom.Line2D$Float,12,2,0,5,16,16,0,12,-7.152817854272285,-4.257285929648143,-7.375729476546024,-5.92328738422089,4.0
61,com.itextpdf.text.pdf.FilterHandlers$Filter_ASCII85DECODE,3,1,0,6,5,3,1,1,-7.347889632137274,-4.745049771590242,-7.71628456581345,-6.305000637317555,4.0
62,com.itextpdf.text.xml.simpleparser.EntitiesToUnicode,4,1,0,0,22,4,1,3,0.3437085331300308,-0.42309000343075803,-0.675336184234962,1.754223598758157,0.0
63,com.itextpdf.text.ZapfDingbatsList,7,2,0,7,25,0,0,7,-7.185970588372214,-5.133597478753609,-8.047400599363671,-5.657292508926016,5.0
64,com.itextpdf.awt.geom.misc.RenderingHints$KeyValue,2,1,0,1,3,0,2,0,-2.262029072197859,-1.3894965154591015,-2.349420081518524,-1.8473835907091383,0.0
65,com.itextpdf.text.pdf.MappedRandomAccessFile$1,3,1,0,0,7,1,1,2,0.28055995595883043,0.050874069267212815,-0.08037500884228305,0.9533619962678282,0.0
66,com.itextpdf.text.pdf.PdfDocument$PdfCatalog,4,3,0,13,25,4,4,0,-8.886881518384943,-6.199173002311673,-9.87326691013866,-7.023925070864986,4.0
67,com.itextpdf.text.pdf.EnumerateTTC,4,3,0,4,21,0,1,0,-4.75858833207869,-3.499105794881209,-5.514422480634049,-3.427085905105057,4.0
68,com.itextpdf.text.pdf.PdfException,3,4,1,1,6,3,7,1,-1.8543520707617112,-0.45311123746158594,-1.2925833156646123,-1.5072951891572755,1.0
69,com.itextpdf.text.api.WriterOperation,1,1,0,3,1,0,2,1,-4.82641392048061,-2.845636549011614,-4.697573082336425,-4.563012674274626,4.0
70,com.itextpdf.text.pdf.qrcode.BitMatrix,12,1,0,1,22,0,1,12,-2.8098967619866366,-2.1156132937466667,-3.408671103396263,-1.7229143192134138,1.0
71,com.itextpdf.text.pdf.TrueTypeFont$WindowsMetrics,1,1,0,0,2,0,2,0,0.6001384041726006,0.4741276464394977,0.5893628394357852,0.7847825539378535,4.0
72,com.itextpdf.text.pdf.draw.LineSeparator,12,2,1,3,20,26,5,12,-5.9350928490579875,-3.375040800352203,-5.938606185049484,-4.6707038174813444,4.0
73,com.itextpdf.text.pdf.PdfSpotColor,3,1,0,11,19,0,8,2,-8.691235914707988,-6.609542029223364,-10.032736500732117,-6.790299649405775,4.0
74,com.itextpdf.text.pdf.FilterHandlers$1,0,1,0,0,0,0,8,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,4.0
75,com.itextpdf.awt.FontMapper,2,1,0,1,2,1,5,2,-2.493335516049174,-1.2754007438337251,-2.360010023441053,-2.2173521001383163,4.0
76,com.itextpdf.text.pdf.BidiOrder,29,1,0,2,37,186,2,8,-5.761646655013226,-3.4281885249929203,-6.2826473372173215,-4.059338453293059,4.0
77,com.itextpdf.text.pdf.events.PdfPCellEventForwarder,3,1,0,4,10,0,1,3,-5.594324122356422,-4.137761756647109,-6.387630048290545,-4.34055073178937,4.0
78,com.itextpdf.awt.geom.PathIterator,5,1,0,0,5,10,15,5,-0.4644876326357791,0.15875531480227897,-0.37642258267240336,0.008538512069830723,0.0
79,com.itextpdf.text.pdf.qrcode.MatrixUtil,22,1,0,6,43,211,1,10,-8.725839032370196,-5.6405323798654425,-9.597854621182819,-6.588172412723534,6.0
80,com.itextpdf.text.pdf.CFFFont$StringItem,3,2,0,1,7,0,2,3,-1.7931360238835865,-1.1377719775370139,-1.9880993043827369,-1.1908501775087816,4.0
81,com.itextpdf.text.pdf.events.IndexEvents$1,3,1,0,2,8,3,1,2,-3.9702676098941336,-2.7853090031929995,-4.541481412080319,-2.8652176214830596,6.0
82,com.itextpdf.text.xml.XmlToTxt,8,1,0,3,14,22,1,7,-5.846413254109227,-3.7432641504177875,-6.377984892252302,-4.455730959617002,4.0
83,com.itextpdf.text.html.WebColors,4,3,0,2,26,4,1,2,-3.016477694247061,-2.328830706124778,-3.850357209320862,-1.5298583683850269,5.0
84,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndMarkedContent,3,1,0,4,5,3,1,1,-6.068830935845657,-3.8960458842996792,-6.397771299888709,-5.113911018504238,9.0
85,com.itextpdf.text.pdf.parser.ContentByteUtils,3,1,0,7,22,3,3,2,-7.336109982818751,-5.672562488192159,-8.721580163126761,-5.318167956462174,5.0
86,com.itextpdf.text.pdf.security.TSAClient,3,1,0,0,3,3,4,3,-0.10746770845204129,0.3431741950569386,0.05448642921518054,0.14298924794039106,0.0
87,com.itextpdf.text.html.simpleparser.HTMLTagProcessor,2,1,0,2,2,1,16,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,10.0
88,com.itextpdf.text.pdf.fonts.cmaps.CMapToUnicode,9,2,0,5,29,0,2,6,-6.223331234834777,-4.4641041298176765,-7.037117538740988,-4.753670068319366,4.0
89,com.itextpdf.text.pdf.codec.LZWCompressor,3,1,0,2,11,0,1,3,-3.61885019777289,-2.887062544996152,-4.417102131796805,-2.437752382882061,1.0
90,com.itextpdf.text.ListItem,14,6,0,4,31,85,12,14,-5.693842658963946,-2.954798724871902,-5.744778751569717,-4.372020748739163,4.0
91,com.itextpdf.text.pdf.interfaces.IPdfStructureElement,2,1,0,2,2,1,3,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,4.0
92,com.itextpdf.awt.geom.QuadCurve2D,36,1,2,10,55,630,4,35,-11.45192907310856,-6.955564131432768,-11.774578042307082,-9.184936210063261,4.0
93,com.itextpdf.text.pdf.collection.PdfCollectionField,6,3,0,8,18,9,2,6,-7.7295121349052485,-4.949015362313167,-8.24223044239892,-6.265453426426345,4.0
94,com.itextpdf.text.pdf.PdfPage,7,3,0,8,17,13,3,1,-7.920175918538056,-4.927358282328751,-8.31738999476446,-6.513771650134337,4.0
95,com.itextpdf.text.pdf.PdfPattern,2,4,0,10,16,1,2,0,-7.306428792142673,-5.100886261466415,-8.09267788919644,-5.798523735483025,4.0
96,com.itextpdf.text.pdf.security.TSAClientBouncyCastle,9,1,0,16,60,18,0,7,-10.859318403306355,-8.004285577371423,-12.550828589580822,-8.165747254779216,5.0
97,com.itextpdf.awt.PdfGraphics2D$HyperLinkKey,4,2,0,0,5,6,1,2,0.20712888961468057,0.7094942499492711,0.44614169498696904,0.5187746949817862,4.0
98,com.itextpdf.text.pdf.security.RootStoreVerifier,4,2,3,4,25,0,3,3,-5.657214564154417,-4.040808337215925,-6.067232647618544,-4.172182527882185,4.0
99,com.itextpdf.text.pdf.PdfName,10,2,0,4,37,35,153,9,-6.139409742571712,-4.1689904729067475,-7.023810835887624,-4.264161798568092,4.0
100,com.itextpdf.text.pdf.internal.PdfAnnotationsImp,12,1,0,17,79,4,2,11,-10.959458164471947,-8.236278540552961,-12.730177064411116,-8.28050154489468,4.0
101,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$1,0,1,0,0,0,0,26,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,9.0
102,com.itextpdf.text.DocWriter,26,1,1,7,43,203,16,17,-9.685729621763109,-6.011851010614358,-10.162014365898274,-7.625698207352487,4.0
103,com.itextpdf.text.pdf.parser.PdfImageObject,11,1,0,24,57,25,1,8,-12.551398563240948,-8.955523997145532,-14.149185698389632,-9.83251889843292,6.0
104,com.itextpdf.text.pdf.XfaForm$Xml2SomTemplate,5,2,0,2,33,0,1,4,-3.113644066558207,-2.7849936755047073,-4.215409864703459,-1.5455117462630494,4.0
105,com.itextpdf.text.pdf.security.LtvVerification$CertificateInclusion,4,2,0,1,7,4,1,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,4.0
106,com.itextpdf.text.pdf.PdfStructureElement,9,3,0,10,24,2,2,6,-8.47535466782843,-5.544158067976276,-9.034409813840988,-7.009726127097067,4.0
107,com.itextpdf.text.pdf.security.MakeSignature$CryptoStandard,4,2,0,1,7,4,2,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,4.0
108,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreXObjectDoHandler,3,1,0,5,4,3,1,1,-6.832375691482903,-4.2759575028361825,-7.04681997374109,-5.957349651403538,9.0
109,com.itextpdf.text.pdf.FilterHandlers$Filter_LZWDECODE,3,1,0,6,6,3,1,1,-7.288306989366029,-4.812799922696422,-7.771582614048337,-6.137566716451392,4.0
110,com.itextpdf.text.pdf.parser.PdfTextExtractor,3,1,0,5,8,3,1,2,-6.6051831619409604,-4.534293278000729,-7.25767506295642,-5.31891311614017,11.0
111,com.itextpdf.text.pdf.PdfContentByte$GraphicState,2,1,0,2,3,0,2,0,-3.8033558627122375,-2.4125867305726096,-3.938291511977937,-3.2827034432719966,4.0
112,com.itextpdf.text.pdf.qrcode.WriterException,2,3,0,0,4,1,4,2,1.0931055622944827,1.1858779428685617,1.3604998931463437,1.2219610411044577,0.0
113,com.itextpdf.text.pdf.collection.PdfCollectionSort,4,3,0,6,14,6,1,4,-6.522876111708203,-4.214431302984632,-7.014993051305029,-5.195584135399177,4.0
114,com.itextpdf.text.pdf.CFFFont$IndexBaseItem,1,2,0,1,2,0,4,1,-1.5936685439397444,-0.7268606301869522,-1.4321507944656537,-1.416926349010577,4.0
115,com.itextpdf.text.pdf.codec.wmf.InputMeta,8,1,0,2,12,0,5,8,-4.264806723012231,-2.898645567817013,-4.684595378846418,-3.3326972156222507,4.0
116,com.itextpdf.text.html.simpleparser.HTMLTagProcessors,2,3,0,15,18,0,1,1,-8.810438276633935,-6.3844579263163475,-9.869386622802564,-7.085285433213519,10.0
117,com.itextpdf.awt.geom.Point,16,2,0,1,23,32,1,16,-3.1821486927510625,-1.6407757005349348,-3.382247424629131,-2.039554418951851,2.0
118,com.itextpdf.text.pdf.PdfSignatureAppearance$RenderingMode,4,2,0,1,7,4,2,2,-2.2582861006151425,-1.159936776843251,-2.3180149548412143,-1.5945385646034227,4.0
119,com.itextpdf.text.pdf.CompareTool$PngFileFilter,2,1,0,1,7,0,1,1,-1.9941123760569155,-1.6941388710710503,-2.5980708579369725,-1.0945075715535215,0.0
120,com.itextpdf.text.pdf.parser.TextExtractionStrategy,1,1,0,1,1,0,6,1,-2.1914983684337828,-1.0966522742038831,-1.9813794314603237,-2.109317179617516,9.0
121,com.itextpdf.text.pdf.PdfAction,29,3,0,20,68,406,23,26,-12.308904738625348,-7.67742493592957,-13.062062276931378,-9.93354663817242,4.0
122,com.itextpdf.text.pdf.parser.PdfReaderContentParser,2,1,0,6,8,0,1,2,-6.710814223276708,-4.906940561462901,-7.549448805651046,-5.401273742411716,10.0
123,com.itextpdf.text.pdf.PdfCopy$StampContent,3,2,0,3,4,0,1,1,-4.609718360494186,-2.6801868298969485,-4.535689849585045,-4.155049748788359,5.0
124,com.itextpdf.text.pdf.PdfRendition,1,3,0,6,9,0,1,0,-5.577562517634416,-4.0282399097607255,-6.280291286320005,-4.365117904477071,4.0
125,com.itextpdf.text.pdf.FontSelector,3,1,0,8,28,0,1,3,-7.454029631186412,-6.046952387790938,-9.03870425016152,-5.3683426337218485,4.0
126,com.itextpdf.text.FontProvider,2,1,0,2,2,1,3,2,-4.034662306563552,-2.2984909589472338,-3.9488814539004657,-3.6526719527011746,4.0
127,com.itextpdf.text.pdf.codec.TiffWriter$FieldByte,1,2,0,1,2,0,0,1,-1.5936685439397444,-0.7268606301869522,-1.4321507944656537,-1.416926349010577,2.0
128,com.itextpdf.text.pdf.StandardDecryption,3,1,0,2,12,0,1,3,-3.587911923202191,-2.9222417965304746,-4.445815631566915,-2.3508123551277715,1.0
129,com.itextpdf.text.pdf.CFFFont$MarkerItem,2,2,0,2,4,0,2,2,-3.275997347200585,-1.9626636655554826,-3.3236591657479284,-2.788344909030167,4.0
130,com.itextpdf.text.pdf.XfaForm$Stack2,5,4,0,0,11,10,5,5,0.8002687852286183,1.0925022661777113,0.9447999751203362,1.3308666836351333,4.0
131,com.itextpdf.text.pdf.BarcodePDF417$SegmentList,5,1,0,1,12,0,1,4,-2.385032532592832,-1.8873534670602354,-2.9763340747472533,-1.4064349328121524,5.0
132,com.itextpdf.text.pdf.ICC_Profile,8,1,0,2,26,18,6,6,-4.492525243243996,-3.2723039222504555,-5.430153500196464,-2.783070703362013,4.0
133,com.itextpdf.text.pdf.draw.VerticalPositionMark,12,1,1,6,18,32,1,12,-8.576970880720614,-5.294673736498864,-8.823258618679146,-7.029046927740825,4.0
134,com.itextpdf.text.xml.simpleparser.EntitiesToSymbol,4,1,0,4,17,4,0,3,-5.869121159336857,-4.376372933737768,-6.894210430023658,-4.209325689201363,5.0
135,com.itextpdf.text.RectangleReadOnly,31,2,0,3,44,465,1,30,-6.560867462851012,-3.6947770429053746,-6.944839050071284,-4.795965826501936,4.0
136,com.itextpdf.text.pdf.BarcodeDatamatrix,27,1,0,6,41,261,0,14,-8.944711088128708,-5.618133312703377,-9.673851229391786,-6.894445863100077,5.0
137,com.itextpdf.text.pdf.PdfImage,5,4,0,12,54,0,3,2,-7.9461102114675,-6.005927131401501,-9.258800330041348,-5.896364788092677,4.0
138,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$3,3,1,0,2,5,3,1,2,-4.126988830453691,-2.6071046490286496,-4.3960300321003265,-3.3056218603813186,10.0
139,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$2,3,1,0,2,8,3,1,2,-3.9702676098941336,-2.7853090031929995,-4.541481412080319,-2.8652176214830596,10.0
140,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$5,3,1,0,5,7,3,1,2,-6.65070890691913,-4.482526925283978,-7.215423079414884,-5.4468455747810705,10.0
141,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$4,3,1,0,5,13,3,1,2,-6.434405043588328,-4.728481430554509,-7.416172507629763,-4.839007415016649,10.0
142,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$7,3,1,0,3,12,3,1,2,-4.921722621274497,-3.6728203158691435,-5.800716528705573,-3.484181455565664,10.0
143,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$6,3,1,0,2,6,3,1,2,-4.067406187682445,-2.6748548001348302,-4.451328080335212,-3.1381879395151553,10.0
144,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$9,3,1,0,3,10,3,1,2,-4.986292715036761,-3.599399040714748,-5.74078967764082,-3.665630674104342,10.0
145,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$8,3,1,0,5,14,3,1,2,-6.407737774782404,-4.758804212612481,-7.440922130139531,-4.764069393349663,10.0
146,com.itextpdf.text.pdf.PdfPTable,103,1,0,16,160,3893,10,94,-13.361270301076091,-8.45747567334722,-14.462333730384195,-10.388598294280644,4.0
147,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextCharacterSpacing,3,1,0,6,7,3,2,1,-7.236694156555887,-4.871487773037841,-7.819483962251907,-5.992528857060197,9.0
148,com.itextpdf.text.pdf.fonts.cmaps.CMapCidUni,3,2,0,6,12,0,3,2,-6.367704120951293,-4.512190920910786,-7.071390148305375,-5.098204540355329,4.0
149,com.itextpdf.text.pdf.security.DigestAlgorithms,9,1,0,0,21,30,6,8,-0.5682169907698386,-0.41587223593296857,-1.1630125217340919,0.7153229650091485,0.0
150,com.itextpdf.text.html.simpleparser.HTMLTagProcessors$1,4,1,0,2,9,6,1,2,-4.21277666972245,-2.8350871727650007,-4.736850470506319,-3.067383521156355,10.0
151,com.itextpdf.text.pdf.fonts.cmaps.CMapCache,6,1,0,8,16,7,2,5,-8.48791634367466,-5.832963062556695,-9.353262125047697,-6.798527541352925,4.0
152,com.itextpdf.awt.geom.PolylineShape,12,1,0,1,20,60,2,11,-3.5574059678984025,-2.1488291732030302,-4.050891725930018,-2.1627231794509383,4.0
153,com.itextpdf.text.xml.xmp.DublinCoreSchema,9,5,0,2,14,36,1,9,-3.7279647276933527,-1.5379684235784359,-3.477490030249357,-2.9216031983195117,3.0
154,com.itextpdf.text.pdf.hyphenation.Hyphenator,14,1,0,3,33,53,1,13,-6.104407238862158,-4.103249896951924,-6.962060269187534,-4.256217932369809,7.0
155,com.itextpdf.text.pdf.codec.TIFFLZWDecoder,8,1,0,1,12,0,1,8,-2.7234799324978516,-1.875555352703505,-3.0957239483870054,-1.8973773630593915,4.0
156,com.itextpdf.text.pdf.hyphenation.HyphenationException,1,3,0,0,2,0,0,1,1.3542185433108733,1.4109329929458068,1.7769261723301906,1.2155564777330103,0.0
157,com.itextpdf.text.pdf.ByteBuffer,30,2,0,3,56,293,24,28,-6.363181499856305,-3.791393565928434,-6.9446751019840445,-4.462558202292157,4.0
158,com.itextpdf.text.pdf.fonts.cmaps.CMapUniCid,3,2,0,6,12,0,2,2,-6.367704120951293,-4.512190920910786,-7.071390148305375,-5.098204540355329,4.0
159,com.itextpdf.text.pdf.fonts.cmaps.CMapSequence,2,1,0,0,3,1,2,2,0.25277551157903955,0.34714552952640565,0.2529842309965927,0.5488151747761515,0.0
160,com.itextpdf.text.Document,46,1,1,12,81,661,20,45,-11.95737851103795,-7.515345729521712,-12.644324444727753,-9.43700185456862,4.0
161,com.itextpdf.text.pdf.qrcode.Version$ECB,3,1,0,0,4,0,2,2,0.219004139664986,0.2697857215372319,0.2020174351924956,0.5003546488171813,2.0
162,com.itextpdf.text.pdf.security.LtvVerification$1,0,1,0,0,0,0,2,0,0.7540801391382728,0.9368053465063093,1.1875633328944055,0.43077392379515705,4.0
